,training_loss,validation_loss,training_accuracy,validation_accuracy
0,2.3046781430168757,2.300649086634318,0.09884920634920635,0.10214285714285713
1,2.297982053151206,2.2924892902374268,0.11988095238095238,0.14654761904761904
2,2.2876700389952895,2.277424176534017,0.1595238095238095,0.17
3,2.26530167034694,2.2409037748972573,0.1667857142857143,0.19285714285714287
4,2.209612175585731,2.147848049799601,0.1882936507936508,0.21845238095238095
5,2.075650897290972,1.9576878945032756,0.2621031746031746,0.31130952380952376
6,1.8665024420571708,1.7144147555033367,0.3298015873015873,0.35535714285714287
7,1.6198216127970866,1.5043068726857503,0.3676587301587302,0.3734523809523809
8,1.4472836823690507,1.3809130589167278,0.4342063492063491,0.4303571428571429
9,1.3485178020265363,1.3059256076812744,0.4647222222222223,0.44369047619047625
10,1.2913141983842091,1.2803316116333008,0.4821428571428572,0.44416666666666665
11,1.238875534799364,1.2318798303604126,0.5073809523809523,0.46309523809523806
12,1.2061217999647535,1.1927992502848308,0.5171825396825397,0.501904761904762
13,1.1635917796502036,1.1727155844370525,0.5401190476190476,0.5021428571428571
14,1.1383977149214062,1.1221959590911865,0.5527777777777778,0.5414285714285714
15,1.1162323533069518,1.1131797631581624,0.5632539682539682,0.5420238095238096
16,1.1045879132690886,1.1112829844156902,0.5728174603174602,0.5441666666666667
17,1.0855561227552477,1.0930225054423015,0.5851190476190475,0.5457142857142857
18,1.064416326227642,1.0764808257420857,0.5947619047619047,0.5639285714285714
19,1.0448905295795863,1.0472095410029094,0.6057539682539683,0.5885714285714285
20,1.0171567641553425,1.0007296403249104,0.616547619047619,0.6161904761904761
21,0.9933923806936021,1.0118213494618733,0.6314285714285713,0.6079761904761904
22,0.9790607861110141,0.9608717759450277,0.6386507936507938,0.6303571428571428
23,0.9459959928478513,0.9435147444407145,0.6517063492063492,0.6271428571428571
24,0.926735641227828,0.9155686299006144,0.6629365079365078,0.6525
25,0.8998566939244196,0.8835819363594055,0.6707142857142858,0.6636904761904762
26,0.879921802689159,0.8587623834609985,0.6772222222222221,0.6757142857142857
27,0.8610209772984186,0.8336824576059977,0.6875396825396827,0.686547619047619
28,0.8482487466600205,0.8178784648577372,0.6898015873015874,0.6825000000000001
29,0.8258500089721075,0.8246694207191467,0.6956349206349207,0.6864285714285714
30,0.8077966658368944,0.796576182047526,0.7030158730158732,0.7047619047619048
31,0.7987544151052596,0.7773616909980774,0.7050396825396824,0.7029761904761905
32,0.7894506991382629,0.7564056913057963,0.71,0.7180952380952381
33,0.7723417536370336,0.7628389994303385,0.7147619047619047,0.7135714285714285
34,0.773385858961514,0.7564237515131632,0.7171825396825398,0.7221428571428571
35,0.7583350400839534,0.7417365511258444,0.7193650793650793,0.7210714285714287
36,0.7471406395946231,0.7346549232800802,0.721706349206349,0.7248809523809524
37,0.7441987052323328,0.7267887393633524,0.7268650793650794,0.7245238095238095
38,0.7377739192710983,0.7136194308598837,0.7286904761904762,0.729047619047619
39,0.72797032587585,0.7204619447390238,0.7288095238095238,0.7264285714285714
40,0.7278245588143667,0.7067623337109884,0.7298809523809524,0.7370238095238095
41,0.7192642671011743,0.6994480689366659,0.7326587301587302,0.7372619047619048
42,0.7115380926028131,0.7045077681541443,0.7321031746031746,0.7342857142857143
43,0.7119066298954072,0.6867021918296814,0.7342857142857144,0.7351190476190476
44,0.7011001033205836,0.6823082168896993,0.7365079365079366,0.7432142857142857
45,0.6950792230310894,0.6828257838884989,0.7390079365079364,0.7414285714285714
46,0.695650005624408,0.6793226202329,0.7401587301587301,0.7450000000000001
47,0.6885834458091903,0.6735357046127319,0.7428174603174603,0.7492857142857142
48,0.6788241455242746,0.6632724404335022,0.744563492063492,0.746547619047619
49,0.6781625078311042,0.6636385520299276,0.74765873015873,0.7527380952380952
50,0.6764452509463781,0.6635728677113851,0.7465079365079367,0.7526190476190475
51,0.6734336190043932,0.6514777541160583,0.7454761904761904,0.7547619047619047
52,0.6737933879097301,0.6493563055992126,0.7482539682539683,0.7548809523809524
53,0.673697678934014,0.6488470633824667,0.747142857142857,0.760357142857143
54,0.6640270915296344,0.64444899559021,0.7528571428571428,0.7596428571428572
55,0.6566765566193868,0.6459160844484965,0.7498412698412699,0.7566666666666667
56,0.6606200724130584,0.6462519566218058,0.7523412698412698,0.7608333333333333
57,0.6532721706326047,0.6489107012748718,0.7541666666666668,0.7604761904761905
58,0.6460210056531999,0.6514439781506857,0.7543650793650795,0.7634523809523809
59,0.643143431653106,0.6442492604255676,0.7576984126984128,0.7621428571428571
60,0.6467098179790709,0.6483853459358215,0.7580555555555558,0.7632142857142857
61,0.645997843808598,0.647638201713562,0.7576984126984128,0.7651190476190477
62,0.6416840198494139,0.6482725540796915,0.760436507936508,0.7622619047619047
63,0.6417008930492022,0.6480223536491394,0.7586507936507937,0.7640476190476191
64,0.6446215820217889,0.6471866567929586,0.7588492063492064,0.7651190476190477
65,0.6401147823485115,0.6486640175183614,0.7590476190476192,0.7629761904761905
66,0.6396339360683684,0.6477641860644022,0.7589285714285715,0.7640476190476191
67,0.6411252364752785,0.6464378635088602,0.7582539682539684,0.7658333333333335
68,0.6357774039109548,0.647304634253184,0.7615873015873017,0.7652380952380953
69,0.6358073557180072,0.6495399276415507,0.7605952380952381,0.7627380952380953
