,training_loss,validation_loss,training_accuracy,validation_accuracy
0,1.8852284460786788,1.2833727200826008,0.33047619047619053,0.4708333333333334
1,1.0619160071724938,0.8702275554339091,0.5977777777777779,0.6780952380952381
2,0.8475268353072423,0.7371732989947001,0.6841269841269839,0.7139285714285714
3,0.7442147255180375,0.6805170973141988,0.7180952380952381,0.7395238095238095
4,0.7157038926841722,0.6598687767982483,0.7257142857142856,0.75
5,0.6872002994493833,0.6590417226155599,0.7357539682539684,0.7401190476190477
6,0.6541668870855891,0.6034139593442281,0.7496825396825396,0.7646428571428571
7,0.6397287495552547,0.602408210436503,0.7539285714285714,0.7713095238095238
8,0.6185727470687459,0.5958707332611084,0.7624999999999998,0.7797619047619048
9,0.6113658297866111,0.5718821088473002,0.7643650793650792,0.7878571428571428
10,0.5957144496459811,0.5913718342781067,0.7725000000000001,0.7725
11,0.5870670261127607,0.5616243680318197,0.7740873015873017,0.788452380952381
12,0.5768514525086162,0.5485503673553467,0.7824603174603174,0.794404761904762
13,0.5566687271708533,0.5489569505055746,0.792063492063492,0.7883333333333334
14,0.5441674609032888,0.5426660180091858,0.7959920634920635,0.7977380952380951
15,0.5402373303733174,0.5418983896573385,0.792857142857143,0.7978571428571429
16,0.5344128955214742,0.5384565591812134,0.7987698412698413,0.7985714285714286
17,0.5243246709070509,0.5264079868793488,0.8035714285714285,0.8019047619047619
18,0.519565170128194,0.5113885800043741,0.8045238095238098,0.8139285714285714
19,0.5067453473096802,0.5118943651517233,0.8076587301587302,0.810595238095238
20,0.49954264090647776,0.4935382107893626,0.810436507936508,0.8161904761904761
21,0.48962505954125574,0.49614620208740234,0.816547619047619,0.8213095238095237
22,0.49122924866184353,0.4835687776406606,0.8155555555555556,0.8248809523809523
23,0.48726670514969594,0.4952503244082133,0.8146428571428571,0.8141666666666666
24,0.48266812053228186,0.4818520148595174,0.818373015873016,0.8207142857142857
25,0.4712521509518699,0.5005337595939636,0.8231746031746031,0.8164285714285714
26,0.4740928347621645,0.5016184250513712,0.8213095238095237,0.8108333333333334
27,0.4700427549698996,0.48946425318717957,0.8228571428571428,0.8191666666666667
28,0.46921186208251925,0.4936930338541667,0.8238888888888889,0.8170238095238095
29,0.4623010211757252,0.5053166349728903,0.8250396825396825,0.8099999999999999
30,0.45862053039055034,0.47328508893648785,0.827579365079365,0.8270238095238095
31,0.4562635512815582,0.48642273743947345,0.8296825396825396,0.8198809523809524
32,0.45249994808719274,0.4811308681964874,0.8284126984126984,0.8198809523809523
33,0.4515516663354541,0.4844684998194377,0.8309523809523808,0.8203571428571429
34,0.46131414742696847,0.47776031494140625,0.8261507936507936,0.8233333333333334
35,0.44663783825106096,0.48125986258188885,0.8341269841269842,0.8230952380952381
36,0.44461720466377247,0.48063579201698303,0.8326984126984126,0.8197619047619047
37,0.44525664571731816,0.4767760733763377,0.8315873015873015,0.8239285714285715
38,0.44177183745399357,0.48232855399449664,0.8342857142857144,0.8205952380952382
39,0.441478834029228,0.48132095734278363,0.8345634920634923,0.8221428571428572
40,0.4395748807324304,0.48696447412172955,0.8342857142857144,0.8208333333333333
41,0.43591482428804285,0.4793526828289032,0.83734126984127,0.8207142857142857
42,0.4361416991977465,0.47632306814193726,0.8365079365079366,0.8254761904761905
43,0.4362478594458292,0.48116161425908405,0.8361904761904763,0.8227380952380953
44,0.43552863077511866,0.4845215280850728,0.8351984126984129,0.8210714285714286
45,0.4331295251373261,0.4802544414997101,0.8370238095238095,0.8227380952380953
46,0.4328226084037432,0.4909429649511973,0.8371031746031746,0.8175
